#,label,duration,start time,end time,rms,peak freq(meanentire),fundamental(meanentire),max freq(meanentire),entropy(meanentire),hnr(meanentire),filename
165,nf,0.128,161.1246,161.2526,-58.23,101,101,252,0.11,31.89,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
166,SN,0.0393,162.2246,162.264,-52.8,1006,959,1282,0.192,36.28,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
167,SN,0.0386,162.856,162.8946,-47.16,1142,1140,1366,0.145,36.29,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
168,SN,0.038,163.8293,163.8673,-45.96,1142,1142,1344,0.141,35.76,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
169,SN,0.036,163.9459,163.982,-53.92,761,802,1034,0.188,35.27,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
170,nf,0.042,166.396,166.438,-61.82,93,93,282,0.108,31.79,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
171,SN,0.0373,166.8226,166.86,-50.77,898,973,1085,0.149,37.82,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
172,SN,0.03,166.9673,166.9973,-52.11,848,842,1084,0.175,33.87,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
173,nf,0.0333,168.6706,168.704,-53,93,93,272,0.103,33,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
174,SN,0.03,171.3906,171.4206,-52.86,342,342,556,0.147,35.12,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
175,SN,0.06,171.4986,171.5586,-44.64,663,663,833,0.131,37.2,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
176,SN,0.0353,174.0933,174.1286,-48.58,1109,1109,1302,0.136,37.19,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
177,MOV,0.2233,174.202,174.4253,-48.63,715,711,914,0.128,37.98,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
178,nf,0.0713,174.5106,174.582,-58.35,93,93,269,0.116,30.13,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
179,nf,0.1286,175.006,175.1346,-55.03,109,106,227,0.108,32.44,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
180,SN,0.0366,176.24,176.2766,-52.04,1048,1044,1240,0.136,36.46,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
181,MOV,0.1273,176.3593,176.4866,-52.55,532,529,711,0.126,38.78,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
182,SN,0.0513,176.5253,176.5766,-50.37,688,689,902,0.127,37.6,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
183,nf,0.322,178.0953,178.4173,-54.62,103,103,221,0.098,31.46,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
184,nf,0.1393,181.2633,181.4026,-53.43,119,101,248,0.093,29.5,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
185,nf,0.046,182.748,182.794,-58.06,153,98,302,0.157,35.27,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
186,nf,0.1766,183.7686,183.9453,-52.92,102,102,215,0.106,31.87,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
187,nf,0.0333,184.9713,185.0046,-51.75,93,93,253,0.123,32.92,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
188,SN,0.0353,185.3813,185.4166,-47.12,957,957,1182,0.131,35.69,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
189,SN,0.0333,188.9113,188.9446,-50.71,726,689,930,0.131,37.78,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
190,nf,0.3393,189.47,189.8093,-53.73,95,95,187,0.093,29.23,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
191,nf,0.0406,190.6353,190.676,-54.22,93,93,231,0.111,33.82,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
192,nf,0.2213,190.9006,191.122,-52.54,181,158,300,0.09,29.55,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
193,SN,0.03,191.1526,191.1826,-48.97,924,924,1145,0.131,37.24,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
194,MOV,0.1213,191.2666,191.388,-50.33,736,725,948,0.128,40.44,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
195,nf,0.0393,191.494,191.5333,-52.09,93,93,201,0.119,33.65,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
196,SN,0.086,192.08,192.166,-53.88,114,109,286,0.105,31.2,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
197,MOV,0.0873,192.228,192.3153,-52.08,630,630,817,0.124,42.35,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
198,MOV,0.1033,192.354,192.4573,-52.71,639,638,838,0.128,39.95,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
199,SN,0.0326,193.7946,193.8273,-50.71,825,825,1014,0.134,37.38,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
200,SN,0.0313,194.368,194.3993,-50.56,1054,1050,1275,0.128,38.13,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
201,nf,0.0406,195.7386,195.7793,-57.11,95,95,252,0.116,35.56,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
202,nf,0.0346,196.264,196.2986,-55.15,93,93,247,0.099,31.4,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
203,SN,0.0306,196.5913,196.622,-50.77,1165,1165,1370,0.132,36.31,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
204,nf,0.2093,196.686,196.8953,-54.54,124,117,235,0.096,29.53,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
205,SN,0.042,197.856,197.898,-52.64,93,93,227,0.102,36.03,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
206,SN,0.0226,201.0593,201.082,-52.14,460,460,667,0.127,32.97,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
207,SN,0.0266,202.1966,202.2233,-55.41,1074,1027,1328,0.133,37.1,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
208,SN,0.0473,202.6679,202.7153,-55.46,419,417,761,0.199,28.92,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
209,SN,0.03,203.1353,203.1653,-49.19,335,301,529,0.128,34.4,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
210,nf,0.0306,203.422,203.4526,-52.16,150,117,311,0.111,28.85,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
211,nf,0.0246,203.924,203.9486,-56.52,93,93,259,0.109,32.29,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
212,nf,0.2873,206.3273,206.6146,-51.47,95,95,184,0.086,28.91,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
213,nf,0.2286,206.7353,206.964,-57.85,167,157,312,0.094,26.54,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
214,nf,0.0266,207.4066,207.4333,-53.2,93,93,249,0.101,35.71,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
215,nf,0.1793,209.296,209.4753,-52.83,285,282,439,0.105,29.59,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
216,SN,0.0306,209.7173,209.748,-51.63,831,817,1041,0.132,37.28,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
217,SN,0.0306,209.8726,209.9033,-40.76,93,93,259,0.099,31.36,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
218,nf,0.0366,209.9813,210.018,-52.34,93,93,242,0.105,33.02,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
219,SN,0.056,210.5293,210.5853,-52.24,273,255,616,0.161,29.75,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
220,SN,0.0193,210.6613,210.6806,-56.96,93,93,281,0.133,35.68,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
221,SN,0.042,210.732,210.774,-51.26,272,254,448,0.116,35.96,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
222,SN,0.0433,210.8926,210.936,-48.92,1009,921,1227,0.156,32.95,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
223,SN,0.042,213.0593,213.1013,-54.86,120,107,273,0.12,33.01,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
224,nf,0.0973,213.5393,213.6366,-57.35,110,99,434,0.137,31.62,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
225,SN,0.044,213.9013,213.9453,-51.28,1039,1026,1263,0.14,35.31,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
226,nf,0.128,214.0313,214.1593,-55.68,119,115,396,0.172,32.85,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
227,nf,0.0333,214.4613,214.4946,-60.36,168,119,354,0.121,31.48,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
228,SN,0.034,214.8946,214.9286,-49.55,898,911,1188,0.18,32.67,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
229,nf,0.0946,215.022,215.1166,-54.33,245,223,616,0.165,31.3,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
230,nf,0.2953,215.202,215.4973,-55.93,135,135,303,0.107,30.68,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
231,nf,0.148,215.664,215.812,-54.58,119,119,273,0.102,30.36,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
232,nf,0.2186,215.9106,216.1293,-55.96,127,121,323,0.138,29.22,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
233,nf,0.2786,216.1766,216.4553,-54.84,210,191,335,0.114,34.37,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
234,nf,0.1666,216.5873,216.7539,-57.95,94,94,247,0.094,29.1,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
235,nf,0.2486,216.9313,217.18,-55.59,135,122,266,0.111,29.5,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
236,nf,0.624,217.2446,217.8686,-54.97,99,96,228,0.105,28.49,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
237,nf,0.8106,219.1286,219.9393,-53.74,140,137,236,0.106,28.73,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
238,nf,1.114,220.494,221.608,-50.07,156,144,252,0.13,31.89,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
1,SN,0.0486,9.164,9.2126,-40.29,360,346,535,0.148,34.42,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1010.WAV
2,SN,0.0486,9.2453,9.294,-42.45,370,355,552,0.146,33.16,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1010.WAV
3,SN,0.046,10.5653,10.6113,-45.93,508,540,685,0.14,32.89,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1010.WAV
4,SN,0.0466,10.698,10.7446,-42.64,93,93,269,0.143,32.91,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1010.WAV
5,SN,0.032,10.8953,10.9273,-44.31,93,93,231,0.166,34.33,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1010.WAV
6,SN,0.038,14.6866,14.7246,-25.8,93,93,203,0.104,35.04,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1010.WAV
7,SN,0.042,14.7833,14.8253,-35.12,93,93,262,0.123,36.18,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1010.WAV
8,SN,0.0466,18.74,18.7866,-47.71,609,520,841,0.151,32.85,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1010.WAV
9,SN,0.0593,18.8239,18.8833,-47.2,505,495,688,0.161,36.53,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1010.WAV
10,SN,0.0506,19.7293,19.7799,-43.99,642,609,824,0.149,34.73,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1010.WAV
11,SN,0.0466,19.8366,19.8833,-36.86,141,93,253,0.133,34.82,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1010.WAV
12,SN,0.034,21.952,21.986,-35.45,307,307,430,0.125,37.1,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1010.WAV
13,SN,0.0466,22.0313,22.0779,-41.82,297,234,472,0.156,35.71,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1010.WAV
14,SN,0.038,35.2913,35.3293,-46.71,763,758,1089,0.181,32.53,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1010.WAV
15,SN,0.044,35.5126,35.5566,-46.96,666,595,899,0.161,35.57,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1010.WAV
